label,h0_x0,h0_y0,h0_x1,h0_y1,h0_x2,h0_y2,h0_x3,h0_y3,h0_x4,h0_y4,h0_x5,h0_y5,h0_x6,h0_y6,h0_x7,h0_y7,h0_x8,h0_y8,h0_x9,h0_y9,h0_x10,h0_y10,h0_x11,h0_y11,h0_x12,h0_y12,h0_x13,h0_y13,h0_x14,h0_y14,h0_x15,h0_y15,h0_x16,h0_y16,h0_x17,h0_y17,h0_x18,h0_y18,h0_x19,h0_y19,h0_x20,h0_y20,h1_x0,h1_y0,h1_x1,h1_y1,h1_x2,h1_y2,h1_x3,h1_y3,h1_x4,h1_y4,h1_x5,h1_y5,h1_x6,h1_y6,h1_x7,h1_y7,h1_x8,h1_y8,h1_x9,h1_y9,h1_x10,h1_y10,h1_x11,h1_y11,h1_x12,h1_y12,h1_x13,h1_y13,h1_x14,h1_y14,h1_x15,h1_y15,h1_x16,h1_y16,h1_x17,h1_y17,h1_x18,h1_y18,h1_x19,h1_y19,h1_x20,h1_y20
hello,0.09396855533123016,0.9779589772224426,0.14157363772392273,0.9157828688621521,0.16788890957832336,0.8405930995941162,0.17706838250160217,0.7804041504859924,0.16358321905136108,0.737363874912262,0.1333654373884201,0.8002222180366516,0.12729385495185852,0.7352656722068787,0.12069477140903473,0.6971463561058044,0.11437538266181946,0.6652178764343262,0.09854963421821594,0.8039644360542297,0.0913248211145401,0.7334943413734436,0.08518970012664795,0.6904479265213013,0.07996579259634018,0.6552472114562988,0.06560118496417999,0.8186396956443787,0.056694623082876205,0.7524563670158386,0.05260017141699791,0.7109411954879761,0.051140256226062775,0.6770458221435547,0.03407666087150574,0.8431049585342407,0.02625548094511032,0.789986252784729,0.02486783266067505,0.7560802698135376,0.02591732144355774,0.7273725867271423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.09356752038002014,0.9777315855026245,0.14210836589336395,0.9146483540534973,0.16894543170928955,0.8396002054214478,0.17806503176689148,0.7795926928520203,0.1644870638847351,0.7361560463905334,0.13439853489398956,0.8007604479789734,0.12746018171310425,0.735482931137085,0.12062147259712219,0.6973192691802979,0.11437948048114777,0.6652737259864807,0.09914563596248627,0.8041810393333435,0.09106476604938507,0.7337486147880554,0.08486714959144592,0.6904467344284058,0.07999638468027115,0.6550853252410889,0.06564421206712723,0.8183650970458984,0.056678127497434616,0.7524571418762207,0.0526670403778553,0.7108160853385925,0.05136771500110626,0.6769365668296814,0.033698491752147675,0.8421320915222168,0.02650754153728485,0.788372814655304,0.024993285536766052,0.7545967698097229,0.025656431913375854,0.7262288331985474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.09501851350069046,0.9746383428573608,0.14467504620552063,0.9084736108779907,0.17193493247032166,0.8348796367645264,0.1797802448272705,0.7753294706344604,0.16488122940063477,0.733299970626831,0.1377277970314026,0.7985894083976746,0.13101406395435333,0.734207808971405,0.12468984723091125,0.695144534111023,0.11893303692340851,0.6611509323120117,0.10226169973611832,0.8015008568763733,0.09513569623231888,0.7316582202911377,0.08904603123664856,0.6877379417419434,0.08472738415002823,0.651019811630249,0.0680031031370163,0.8155023455619812,0.060576118528842926,0.7498174905776978,0.057133689522743225,0.7087000608444214,0.05652104690670967,0.6745932102203369,0.03465195745229721,0.8400848507881165,0.02846367657184601,0.7876652479171753,0.02719060331583023,0.7546987533569336,0.027986519038677216,0.7265565395355225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.09444563835859299,0.9731939435005188,0.14426341652870178,0.9070345163345337,0.17161136865615845,0.8338307738304138,0.17963990569114685,0.7747414708137512,0.1655726581811905,0.7322063446044922,0.137555330991745,0.7989732623100281,0.13120438158512115,0.7345609664916992,0.12473519146442413,0.6960442066192627,0.11880168318748474,0.6627519726753235,0.10207949578762054,0.8013131618499756,0.09524663537740707,0.7318732738494873,0.08892020583152771,0.6882917284965515,0.08435171097517014,0.6519325971603394,0.06773778796195984,0.814354419708252,0.060753580182790756,0.749436616897583,0.05748845636844635,0.7087645530700684,0.05703360214829445,0.6750174164772034,0.03421611338853836,0.8378190994262695,0.028596065938472748,0.785516619682312,0.027549587190151215,0.7529833912849426,0.028606317937374115,0.7254945039749146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.0921981930732727,0.9634075164794922,0.14310616254806519,0.8987476825714111,0.17119622230529785,0.8285587430000305,0.1800113022327423,0.770722508430481,0.16595305502414703,0.730255663394928,0.13564661145210266,0.7976373434066772,0.130706787109375,0.7332098484039307,0.1251044124364853,0.6932557821273804,0.1193796843290329,0.6590147018432617,0.10090558230876923,0.8007996678352356,0.0950637012720108,0.7307926416397095,0.08968774974346161,0.6855014562606812,0.08574993908405304,0.6483480334281921,0.06759095937013626,0.8137718439102173,0.06047838181257248,0.7479561567306519,0.05711311474442482,0.7053022384643555,0.056874509900808334,0.670763373374939,0.03518689423799515,0.8357316255569458,0.028229691088199615,0.7830249667167664,0.02685176581144333,0.7484211921691895,0.0279478058218956,0.7197307348251343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.09432889521121979,0.9594702124595642,0.14451509714126587,0.8990247249603271,0.17124496400356293,0.8284878134727478,0.17927320301532745,0.7702843546867371,0.16554376482963562,0.7296239733695984,0.13556841015815735,0.7975989580154419,0.13032859563827515,0.7330834269523621,0.12493627518415451,0.69315505027771,0.11940547078847885,0.659146249294281,0.1006726324558258,0.8012577891349792,0.09456563740968704,0.7309168577194214,0.08961258828639984,0.6856748461723328,0.0857926458120346,0.6483056545257568,0.06742990016937256,0.8146572709083557,0.060127608478069305,0.7486214637756348,0.05679546296596527,0.7051227688789368,0.05633852258324623,0.6695778369903564,0.03521209955215454,0.8367257714271545,0.027791626751422882,0.7839401364326477,0.026543155312538147,0.7488426566123962,0.028019338846206665,0.7198953628540039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.08669387549161911,0.9476645588874817,0.13696527481079102,0.8907902836799622,0.1666419804096222,0.8228178024291992,0.175382599234581,0.7646346688270569,0.16192257404327393,0.7234658002853394,0.13142824172973633,0.7886317372322083,0.12646180391311646,0.7244172096252441,0.12070285528898239,0.6859784126281738,0.1155983954668045,0.6539934277534485,0.0958675742149353,0.7920738458633423,0.0896608904004097,0.722822904586792,0.08417366445064545,0.6795896291732788,0.08046526461839676,0.6439882516860962,0.06224425882101059,0.8060148358345032,0.05586296692490578,0.740588903427124,0.052745454013347626,0.699893593788147,0.052725229412317276,0.6665564179420471,0.02982877939939499,0.8297370076179504,0.02350437641143799,0.7782708406448364,0.022744745016098022,0.7459825277328491,0.02447272092103958,0.7191886901855469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.08895868062973022,0.9474176168441772,0.13900238275527954,0.8904534578323364,0.16767801344394684,0.8221932649612427,0.1756311058998108,0.7640509009361267,0.16155046224594116,0.7221391201019287,0.1326529085636139,0.789546549320221,0.12725549936294556,0.7262303829193115,0.12131894379854202,0.6867719292640686,0.11540243774652481,0.6526044011116028,0.09788500517606735,0.7937012314796448,0.09243151545524597,0.7251307964324951,0.08669453114271164,0.6808019876480103,0.08212149143218994,0.6432681083679199,0.06454342603683472,0.8083333373069763,0.05840718746185303,0.7423387169837952,0.05494808405637741,0.6999571323394775,0.05426478385925293,0.6649552583694458,0.03159449249505997,0.8322994709014893,0.025269076228141785,0.7807995080947876,0.024048782885074615,0.7469503879547119,0.025116078555583954,0.7187570929527283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.07802022993564606,0.9348964691162109,0.12629546225070953,0.8770285248756409,0.15645666420459747,0.8067861199378967,0.16527900099754333,0.749351978302002,0.15216436982154846,0.7100454568862915,0.12532952427864075,0.7795425653457642,0.11973074078559875,0.715169370174408,0.11351950466632843,0.6772160530090332,0.10850953310728073,0.6461805105209351,0.08986606448888779,0.7829222083091736,0.08423380553722382,0.7143255472183228,0.07805950194597244,0.6718624830245972,0.07413019239902496,0.6377326250076294,0.056403908878564835,0.7957319617271423,0.05078177526593208,0.7321599721908569,0.04648645594716072,0.6940105557441711,0.04584401100873947,0.6637595891952515,0.023676566779613495,0.8184006214141846,0.017829380929470062,0.7680504322052002,0.01689353585243225,0.7382467985153198,0.01866089552640915,0.7145466208457947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hello,0.08002618700265884,0.9319092035293579,0.12925803661346436,0.8740158677101135,0.1576036512851715,0.8054319620132446,0.16648393869400024,0.7486313581466675,0.1532442569732666,0.7092644572257996,0.1258094310760498,0.7789023518562317,0.1198415756225586,0.714704692363739,0.1137913316488266,0.6757641434669495,0.10830045491456985,0.6441463232040405,0.09055203944444656,0.7828910946846008,0.08513259142637253,0.7141015529632568,0.07905133813619614,0.6708300113677979,0.074331134557724,0.6364747285842896,0.05679343268275261,0.7957773208618164,0.050989843904972076,0.7309001684188843,0.04714978113770485,0.6906697154045105,0.046461839228868484,0.6592303514480591,0.024159997701644897,0.8172219395637512,0.01811942458152771,0.766792893409729,0.017132990062236786,0.7348663210868835,0.01864081621170044,0.7097593545913696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
